Futures_Contract_Type,Date,Open,High,Low,Last,Change,%Chg,Volume,Open Int,day_of_week,contract_month,contract_year
KEN23,2023-06-28,835.5,839.5,798.5,800.75,-37.0,-4.42%,6008.0,2562.0,2.0,7,2023
KEN24,2021-07-21,639.75,639.75,639.75,639.75,0.5,+0.08%,0.0,0.0,2.0,7,2024
KEN24,2021-07-28,620.0,620.0,620.0,620.0,3.25,+0.53%,0.0,0.0,2.0,7,2024
KEN24,2021-08-04,614.0,614.0,614.0,614.0,-5.25,-0.85%,0.0,0.0,2.0,7,2024
KEN24,2021-08-11,609.25,609.25,609.25,609.25,-10.75,-1.73%,0.0,0.0,2.0,7,2024
KEN24,2021-08-18,631.25,631.25,631.25,631.25,0.75,+0.12%,0.0,4.0,2.0,7,2024
KEN24,2021-08-25,624.75,624.75,624.75,624.75,-2.75,-0.44%,0.0,4.0,2.0,7,2024
KEN24,2021-09-01,627.25,627.25,627.25,627.25,-0.25,-0.04%,0.0,4.0,2.0,7,2024
KEN24,2021-09-08,623.0,623.0,614.0,614.0,-5.0,-0.81%,2.0,6.0,2.0,7,2024
KEN24,2021-09-15,622.75,622.75,622.75,622.75,-0.25,-0.04%,0.0,6.0,2.0,7,2024
KEN24,2021-09-22,621.0,621.0,620.25,620.25,2.25,+0.36%,2.0,9.0,2.0,7,2024
KEN24,2021-09-29,614.0,614.0,614.0,614.0,4.25,+0.70%,0.0,10.0,2.0,7,2024
KEN24,2021-10-06,654.0,654.0,654.0,654.0,5.75,+0.89%,0.0,14.0,2.0,7,2024
KEN24,2021-10-13,648.25,648.25,648.25,648.25,-1.5,-0.23%,0.0,15.0,2.0,7,2024
KEN24,2021-10-20,675.0,680.75,675.0,680.75,15.0,+2.25%,1.0,22.0,2.0,7,2024
KEN24,2021-10-27,698.25,698.25,698.25,698.25,9.5,+1.38%,0.0,22.0,2.0,7,2024
KEN24,2021-11-03,694.75,694.75,694.75,694.75,-4.5,-0.64%,0.0,24.0,2.0,7,2024
KEN24,2021-11-10,700.0,700.0,699.75,699.75,0.25,+0.04%,2.0,33.0,2.0,7,2024
KEN24,2021-11-17,700.0,706.5,700.0,706.5,8.75,+1.25%,17.0,55.0,2.0,7,2024
KEN24,2021-11-24,716.0,716.0,716.0,716.0,-3.0,-0.42%,0.0,61.0,2.0,7,2024
KEN24,2021-12-01,673.0,673.0,671.5,671.5,-7.5,-1.10%,1.0,60.0,2.0,7,2024
KEN24,2021-12-08,684.75,684.75,684.75,684.75,-3.25,-0.47%,0.0,61.0,2.0,7,2024
KEN24,2021-12-15,672.5,672.5,672.5,672.5,-15.5,-2.25%,0.0,61.0,2.0,7,2024
KEN24,2021-12-22,709.25,709.25,709.25,710.0,7.75,+1.10%,0.0,61.0,2.0,7,2024
KEN24,2021-12-29,693.75,693.75,693.75,693.75,-2.5,-0.36%,2.0,61.0,2.0,7,2024
KEN24,2022-01-05,674.5,674.5,674.5,674.5,-5.75,-0.85%,0.0,61.0,2.0,7,2024
KEN24,2022-01-12,687.5,687.5,687.5,687.5,0.0,0.00%,3.0,61.0,2.0,7,2024
KEN24,2022-01-19,689.0,697.0,689.0,697.0,9.25,+1.34%,7.0,66.0,2.0,7,2024
KEN24,2022-01-26,709.5,709.75,709.5,709.75,-4.5,-0.63%,2.0,69.0,2.0,7,2024
KEN24,2022-02-02,682.25,682.25,682.25,682.25,-8.75,-1.27%,0.0,68.0,2.0,7,2024
KEN24,2022-02-09,718.5,718.5,718.5,718.5,4.0,+0.56%,2.0,68.0,2.0,7,2024
KEN24,2022-02-16,713.0,713.0,713.0,713.0,3.5,+0.49%,0.0,70.0,2.0,7,2024
KEN24,2022-02-23,736.0,755.0,736.0,746.0,12.5,+1.70%,18.0,94.0,2.0,7,2024
KEN24,2022-03-02,675.0,684.25,675.0,684.25,-36.0,-5.00%,15.0,100.0,2.0,7,2024
KEN24,2022-03-09,685.0,685.0,685.0,685.0,-33.5,-4.66%,0.0,100.0,2.0,7,2024
KEN24,2022-03-16,687.5,687.5,687.5,687.5,-38.75,-5.34%,0.0,101.0,2.0,7,2024
KEN24,2022-03-23,740.0,746.0,740.0,746.0,9.25,+1.26%,5.0,105.0,2.0,7,2024
KEN24,2022-03-30,773.75,773.75,773.75,773.75,19.0,+2.52%,0.0,115.0,2.0,7,2024
KEN24,2022-04-06,789.0,793.75,789.0,793.75,7.5,+0.95%,8.0,132.0,2.0,7,2024
KEN24,2022-04-13,825.0,834.5,825.0,834.5,-6.25,-0.74%,4.0,156.0,2.0,7,2024
KEN24,2022-04-20,887.25,887.25,887.25,887.25,12.75,+1.46%,1.0,169.0,2.0,7,2024
KEN24,2022-04-27,880.75,880.75,880.75,880.75,0.75,+0.09%,0.0,172.0,2.0,7,2024
KEN24,2022-05-04,885.0,885.0,885.0,885.0,8.0,+0.91%,0.0,172.0,2.0,7,2024
KEN24,2022-05-11,915.0,922.5,915.0,922.5,9.75,+1.07%,4.0,179.0,2.0,7,2024
KEN24,2022-05-18,954.25,954.25,954.25,954.25,-16.0,-1.65%,1.0,199.0,2.0,7,2024
KEN24,2022-05-25,891.75,920.5,891.75,920.5,0.75,+0.08%,9.0,212.0,2.0,7,2024
KEN24,2022-06-01,909.75,909.75,861.0,884.75,-35.75,-3.88%,6.0,226.0,2.0,7,2024
KEN24,2022-06-08,950.0,957.5,950.0,957.5,13.0,+1.38%,8.0,245.0,2.0,7,2024
KEN24,2022-06-15,961.5,981.75,961.5,977.0,1.0,+0.10%,13.0,286.0,2.0,7,2024
KEN24,2022-06-22,916.0,930.0,906.75,906.75,-9.5,-1.04%,6.0,294.0,2.0,7,2024
KEN24,2022-06-29,870.0,871.0,865.0,869.75,4.25,+0.49%,13.0,280.0,2.0,7,2024
KEN24,2022-07-06,787.75,787.75,760.75,767.0,-11.25,-1.45%,24.0,244.0,2.0,7,2024
KEN24,2022-07-13,785.0,787.5,766.5,772.25,-7.25,-0.93%,8.0,239.0,2.0,7,2024
KEN24,2022-07-20,787.0,795.75,787.0,787.5,-4.0,-0.51%,10.0,243.0,2.0,7,2024
KEN24,2022-07-27,790.5,790.5,779.75,779.75,-10.5,-1.33%,2.0,241.0,2.0,7,2024
KEN24,2022-08-03,760.0,763.75,760.0,763.75,-6.75,-0.88%,3.0,241.0,2.0,7,2024
KEN24,2022-08-10,794.75,794.75,794.75,794.75,13.75,+1.76%,0.0,241.0,2.0,7,2024
KEN24,2022-08-17,771.5,771.5,771.5,771.5,-15.75,-2.00%,0.0,240.0,2.0,7,2024
KEN24,2022-08-24,800.0,813.75,800.0,813.75,13.75,+1.72%,2.0,243.0,2.0,7,2024
KEN24,2022-08-31,825.0,829.75,820.0,829.75,4.75,+0.58%,25.0,244.0,2.0,7,2024
KEN24,2022-09-07,825.0,834.0,810.0,811.0,4.5,+0.56%,8.0,249.0,2.0,7,2024
KEN24,2022-09-14,822.0,838.0,822.0,837.75,1.25,+0.15%,9.0,251.0,2.0,7,2024
KEN24,2022-09-21,825.0,850.0,825.0,850.0,1.0,+0.12%,18.0,256.0,2.0,7,2024
KEN24,2022-09-28,826.75,836.5,826.75,836.5,17.25,+2.11%,3.0,255.0,2.0,7,2024
KEN24,2022-10-05,834.0,844.0,834.0,842.5,-2.25,-0.27%,14.0,260.0,2.0,7,2024
KEN24,2022-10-12,835.0,835.0,835.0,835.0,-6.5,-0.77%,3.0,262.0,2.0,7,2024
KEN24,2022-10-19,825.0,825.0,825.0,825.0,-2.75,-0.33%,0.0,257.0,2.0,7,2024
KEN24,2022-10-26,838.5,838.5,835.0,835.0,4.25,+0.51%,2.0,257.0,2.0,7,2024
KEN24,2022-11-02,856.25,856.25,836.0,838.25,-25.5,-2.95%,8.0,263.0,2.0,7,2024
KEN24,2022-11-09,829.0,829.0,828.5,828.5,-11.5,-1.37%,3.0,269.0,2.0,7,2024
KEN24,2022-11-16,839.75,839.75,839.75,839.75,-7.25,-0.86%,3.0,272.0,2.0,7,2024
KEN24,2022-11-23,805.0,814.5,805.0,814.5,4.25,+0.52%,3.0,267.0,2.0,7,2024
KEN24,2022-11-30,808.75,815.0,808.75,815.0,14.5,+1.81%,17.0,277.0,2.0,7,2024
KEN24,2022-12-07,790.0,791.0,790.0,791.0,14.75,+1.90%,1.0,276.0,2.0,7,2024
KEN24,2022-12-14,801.5,801.5,801.5,801.5,-2.5,-0.31%,4.0,279.0,2.0,7,2024
KEN24,2022-12-21,800.0,818.5,800.0,814.25,12.5,+1.56%,3.0,280.0,2.0,7,2024
KEN24,2022-12-28,824.0,828.5,820.75,828.5,4.0,+0.49%,16.0,283.0,2.0,7,2024
KEN24,2023-01-04,801.25,801.25,801.25,801.25,-24.25,-2.94%,13.0,284.0,2.0,7,2024
KEN24,2023-01-11,780.0,790.75,780.0,790.75,8.25,+1.05%,17.0,302.0,2.0,7,2024
KEN24,2023-01-18,804.75,818.0,804.75,804.75,-8.5,-1.05%,4.0,307.0,2.0,7,2024
KEN24,2023-01-25,800.0,809.0,800.0,808.25,6.0,+0.75%,54.0,327.0,2.0,7,2024
KEN24,2023-02-01,823.0,828.0,821.5,827.25,0.5,+0.06%,19.0,342.0,2.0,7,2024
KEN24,2023-02-08,820.25,827.0,817.0,827.0,9.0,+1.10%,15.0,468.0,2.0,7,2024
KEN24,2023-02-15,823.5,823.5,821.0,823.5,-10.0,-1.20%,0.0,466.0,2.0,7,2024
KEN24,2023-02-22,831.0,831.0,815.0,815.5,-14.25,-1.72%,17.0,478.0,2.0,7,2024
KEN24,2023-03-01,779.0,786.0,778.25,784.25,1.75,+0.22%,5.0,484.0,2.0,7,2024
KEN24,2023-03-08,773.25,773.25,763.25,765.5,-9.0,-1.16%,37.0,490.0,2.0,7,2024
KEN24,2023-03-15,777.75,777.75,772.0,775.5,1.75,+0.23%,45.0,512.0,2.0,7,2024
KEN24,2023-03-22,765.0,769.75,750.0,762.75,-6.75,-0.88%,66.0,519.0,2.0,7,2024
KEN24,2023-03-29,809.0,820.25,798.25,800.75,-7.0,-0.87%,143.0,523.0,2.0,7,2024
KEN24,2023-04-05,792.0,792.0,783.0,789.75,-10.75,-1.34%,67.0,599.0,2.0,7,2024
KEN24,2023-04-12,793.0,800.25,789.25,790.0,-3.0,-0.38%,18.0,603.0,2.0,7,2024
KEN24,2023-04-19,806.5,806.5,800.75,801.75,-16.25,-1.99%,34.0,821.0,2.0,7,2024
KEN24,2023-04-26,769.0,770.5,757.5,757.5,-13.5,-1.75%,52.0,834.0,2.0,7,2024
KEN24,2023-05-03,726.25,763.5,725.5,762.75,36.0,+4.95%,172.0,963.0,2.0,7,2024
KEN24,2023-05-10,794.75,801.0,784.5,796.75,-3.25,-0.41%,514.0,1466.0,2.0,7,2024
KEN24,2023-05-17,805.0,815.0,780.25,785.75,-20.0,-2.48%,397.0,1919.0,2.0,7,2024
KEN24,2023-05-24,769.75,769.75,745.75,753.25,-12.75,-1.66%,295.0,2329.0,2.0,7,2024
KEN24,2023-05-31,751.25,755.25,740.0,751.75,-2.0,-0.27%,609.0,2627.0,2.0,7,2024
KEN24,2023-06-07,766.5,776.75,751.5,752.25,-21.25,-2.75%,1120.0,3376.0,2.0,7,2024
KEN24,2023-06-14,757.0,762.0,755.0,756.0,-11.0,-1.43%,117.0,3577.0,2.0,7,2024
KEN24,2023-06-21,808.0,838.0,808.0,835.75,31.5,+3.92%,401.0,3483.0,2.0,7,2024
KEN24,2023-06-28,810.0,810.0,779.0,783.75,-21.75,-2.70%,671.0,3283.0,2.0,7,2024
KEN24,2023-07-05,772.0,795.0,772.0,792.0,30.25,+3.97%,591.0,3541.0,2.0,7,2024
KEN24,2023-07-12,782.0,789.25,762.5,767.75,-14.0,-1.79%,501.0,3614.0,2.0,7,2024
KEN24,2023-07-19,804.0,843.0,796.0,840.25,40.5,+5.06%,1569.0,3836.0,2.0,7,2024
KEN24,2023-07-26,865.0,866.25,825.5,837.75,-31.5,-3.62%,672.0,4296.0,2.0,7,2024
KEN24,2023-08-02,794.0,817.5,776.0,786.75,-12.25,-1.53%,1332.0,4500.0,2.0,7,2024
KEN24,2023-08-09,778.5,778.5,762.25,767.5,-8.25,-1.06%,969.0,5582.0,2.0,7,2024
KEN24,2023-08-16,735.5,745.0,732.25,741.0,5.0,+0.68%,679.0,6661.0,2.0,7,2024
KEN24,2023-08-23,741.0,755.0,736.5,752.5,12.75,+1.72%,651.0,7197.0,2.0,7,2024
KEN24,2023-08-30,734.0,735.25,725.25,732.0,-0.5,-0.07%,667.0,8414.0,2.0,7,2024
KEN24,2023-09-06,717.75,739.75,717.75,737.0,19.25,+2.68%,1692.0,9217.0,2.0,7,2024
KEN24,2023-09-13,719.0,734.25,718.0,733.75,13.0,+1.80%,909.0,9934.0,2.0,7,2024
KEN24,2023-09-20,723.0,732.25,717.0,724.25,1.75,+0.24%,1150.0,10694.0,2.0,7,2024
KEN24,2023-09-27,715.0,718.5,699.5,701.5,-11.75,-1.65%,1675.0,11260.0,2.0,7,2024
KEN24,2023-10-04,693.25,699.5,682.5,684.5,-13.0,-1.86%,2386.0,12873.0,2.0,7,2024
KEN24,2023-10-11,691.0,692.0,681.75,686.0,-4.25,-0.62%,1621.0,15402.0,2.0,7,2024
KEN24,2023-10-18,689.75,693.75,685.0,687.25,2.75,+0.40%,2581.0,18503.0,2.0,7,2024
KEN24,2023-10-25,684.5,686.75,670.0,671.25,-10.5,-1.54%,3030.0,19642.0,2.0,7,2024
KEN24,2023-11-01,658.5,666.25,653.25,664.75,8.75,+1.33%,3647.0,22812.0,2.0,7,2024
KEN24,2023-11-08,661.0,683.75,658.5,678.25,19.25,+2.92%,6161.0,25748.0,2.0,7,2024
KEN24,2023-11-15,662.75,669.75,656.25,660.75,-2.0,-0.30%,2052.0,26424.0,2.0,7,2024
KEN24,2023-11-22,638.0,646.5,637.0,638.0,-0.5,-0.08%,3302.0,27400.0,2.0,7,2024
KEN24,2023-11-29,628.75,647.0,628.25,644.25,15.0,+2.38%,6135.0,27903.0,2.0,7,2024
KEN24,2023-12-06,668.75,682.75,661.25,663.75,-6.25,-0.93%,11283.0,28876.0,2.0,7,2024
KEN24,2023-12-13,661.0,665.0,637.25,641.0,-21.5,-3.25%,8495.0,28381.0,2.0,7,2024
KEN24,2023-12-20,648.75,651.25,633.75,634.5,-14.0,-2.16%,6005.0,31987.0,2.0,7,2024
KEN24,2023-12-27,649.0,649.25,635.25,640.0,-10.25,-1.58%,10749.0,36049.0,2.0,7,2024
KEN24,2024-01-03,637.25,637.25,623.0,628.5,-6.0,-0.95%,9446.0,36371.0,2.0,7,2024
KEN24,2024-01-10,632.5,634.0,626.25,633.25,-1.0,-0.16%,9110.0,39093.0,2.0,7,2024
KEN24,2024-01-17,611.0,615.75,601.0,602.5,-6.5,-1.07%,6739.0,43336.0,2.0,7,2024
KEN24,2024-01-24,621.0,630.5,619.25,629.25,9.25,+1.49%,8849.0,42799.0,2.0,7,2024
KEN24,2024-01-31,623.25,623.25,611.25,615.5,-8.0,-1.28%,11759.0,47726.0,2.0,7,2024
KEN24,2024-02-07,608.75,614.75,605.25,609.5,0.5,+0.08%,12534.0,54871.0,2.0,7,2024
KEN24,2024-02-14,586.0,586.0,572.75,576.0,-9.75,-1.66%,17154.0,61621.0,2.0,7,2024
KEN24,2024-02-21,572.0,574.75,562.0,568.0,-4.75,-0.83%,14914.0,65599.0,2.0,7,2024
KEN24,2024-02-28,575.75,576.75,565.0,570.25,-6.0,-1.04%,13176.0,72140.0,2.0,7,2024
KEN24,2024-03-06,557.5,557.5,543.25,546.25,-11.5,-2.06%,21073.0,75473.0,2.0,7,2024
KEN24,2024-03-13,587.0,590.25,575.25,579.5,-8.0,-1.36%,21036.0,82028.0,2.0,7,2024
KEN24,2024-03-20,575.5,576.75,561.25,573.75,-1.75,-0.30%,17284.0,86836.0,2.0,7,2024
KEN24,2024-03-27,576.0,576.0,568.5,574.0,0.0,0.00%,19663.0,93947.0,2.0,7,2024
KEN24,2024-04-03,560.0,574.25,553.75,572.0,14.5,+2.60%,33639.0,100920.0,2.0,7,2024
KEN24,2024-04-10,573.25,589.75,573.25,587.75,13.5,+2.35%,49849.0,117691.0,2.0,7,2024
KEN24,2024-04-17,582.0,584.75,568.75,569.0,-14.0,-2.40%,29677.0,133848.0,2.0,7,2024
KEN24,2024-04-24,613.75,633.5,609.5,630.0,15.75,+2.56%,48876.0,146279.0,2.0,7,2024
KEN24,2024-05-01,634.25,636.75,622.75,625.0,-10.25,-1.61%,34482.0,131278.0,2.0,7,2024
KEN24,2024-05-08,662.75,668.0,647.0,648.5,-15.5,-2.33%,36235.0,119155.0,2.0,7,2024
KEN24,2024-05-15,684.0,706.75,674.0,675.0,-8.25,-1.21%,33686.0,116291.0,2.0,7,2024
KEN24,2024-05-22,701.0,719.25,696.5,699.5,-2.0,-0.29%,29545.0,114866.0,2.0,7,2024
KEN24,2024-05-29,731.5,733.5,715.5,719.75,-11.5,-1.57%,32075.0,119814.0,2.0,7,2024
KEN24,2024-06-05,687.25,693.75,672.75,676.25,-11.0,-1.60%,32475.0,109356.0,2.0,7,2024
KEN24,2024-06-12,653.0,654.0,634.0,637.25,-17.75,-2.71%,48540.0,60482.0,2.0,7,2024
KEN24,2024-06-19,603.25,605.625,592.25,596.375,-6.75,,24852.0,32123.0,2,7,2024
KEN24,2024-06-26,576.0,590.0,572.5,580.0,4.0,+0.69%,10155.0,5742.0,2.0,7,2024
KEN25,2022-07-20,700.25,700.25,700.25,700.25,-4.0,-0.57%,0.0,0.0,2.0,7,2025
KEN25,2022-07-27,689.5,689.5,689.5,689.5,-10.5,-1.50%,0.0,0.0,2.0,7,2025
KEN25,2022-08-03,672.25,672.25,672.25,672.25,-6.75,-0.99%,0.0,0.0,2.0,7,2025
KEN25,2022-08-10,700.0,700.0,700.0,700.0,0.0,0.00%,0.0,0.0,2.0,7,2025
KEN25,2022-08-17,644.0,644.0,644.0,644.0,-11.25,-1.72%,0.0,0.0,2.0,7,2025
KEN25,2022-08-24,666.5,666.5,666.5,666.5,-1.5,-0.22%,0.0,0.0,2.0,7,2025
KEN25,2022-08-31,707.0,707.0,707.0,707.0,4.75,+0.68%,0.0,0.0,2.0,7,2025
KEN25,2022-09-07,694.75,694.75,694.75,694.75,4.5,+0.65%,0.0,0.0,2.0,7,2025
KEN25,2022-09-14,725.25,725.25,725.25,725.25,4.0,+0.55%,0.0,0.0,2.0,7,2025
KEN25,2022-09-21,741.0,741.0,741.0,741.0,1.0,+0.14%,0.0,0.0,2.0,7,2025
KEN25,2022-09-28,728.75,728.75,728.75,728.75,17.25,+2.42%,0.0,0.0,2.0,7,2025
KEN25,2022-10-05,734.75,734.75,734.75,734.75,-2.25,-0.31%,0.0,0.0,2.0,7,2025
KEN25,2022-10-12,721.75,721.75,721.75,721.75,-5.5,-0.76%,0.0,0.0,2.0,7,2025
KEN25,2022-10-19,710.0,710.0,710.0,710.0,-4.5,-0.63%,0.0,0.0,2.0,7,2025
KEN25,2022-10-26,720.25,720.25,720.25,720.25,-2.0,-0.28%,0.0,0.0,2.0,7,2025
KEN25,2022-11-02,731.0,731.0,731.0,731.0,-19.0,-2.53%,0.0,3.0,2.0,7,2025
KEN25,2022-11-09,722.5,722.5,722.5,722.5,-13.75,-1.87%,0.0,5.0,2.0,7,2025
KEN25,2022-11-16,740.25,740.25,740.25,740.25,-6.0,-0.80%,0.0,5.0,2.0,7,2025
KEN25,2022-11-23,716.5,716.5,716.5,716.5,4.25,+0.60%,0.0,5.0,2.0,7,2025
KEN25,2022-11-30,715.75,715.75,715.75,715.75,13.25,+1.89%,0.0,6.0,2.0,7,2025
KEN25,2022-12-07,702.5,702.5,702.5,702.5,9.75,+1.41%,0.0,6.0,2.0,7,2025
KEN25,2022-12-14,722.0,722.0,722.0,722.0,-2.25,-0.31%,0.0,6.0,2.0,7,2025
KEN25,2022-12-21,751.0,751.0,751.0,751.0,15.0,+2.04%,0.0,6.0,2.0,7,2025
KEN25,2022-12-28,774.0,774.0,774.0,774.0,4.0,+0.52%,0.0,6.0,2.0,7,2025
KEN25,2023-01-04,756.25,756.25,756.25,756.25,-24.75,-3.17%,0.0,6.0,2.0,7,2025
KEN25,2023-01-11,717.0,730.0,717.0,730.0,8.0,+1.11%,1.0,10.0,2.0,7,2025
KEN25,2023-01-18,743.75,743.75,743.75,743.75,-8.5,-1.13%,0.0,10.0,2.0,7,2025
KEN25,2023-01-25,747.25,747.25,747.25,747.25,6.0,+0.81%,0.0,11.0,2.0,7,2025
KEN25,2023-02-01,749.0,749.0,749.0,749.0,-2.25,-0.30%,0.0,11.0,2.0,7,2025
KEN25,2023-02-08,744.5,744.5,744.5,744.5,-0.5,-0.07%,0.0,11.0,2.0,7,2025
KEN25,2023-02-15,730.75,730.75,730.75,730.75,-9.75,-1.32%,0.0,11.0,2.0,7,2025
KEN25,2023-02-22,720.75,720.75,720.75,720.75,-14.25,-1.94%,0.0,11.0,2.0,7,2025
KEN25,2023-03-01,702.75,702.75,702.75,702.75,-0.75,-0.11%,0.0,11.0,2.0,7,2025
KEN25,2023-03-08,705.5,705.5,705.5,705.5,-0.75,-0.11%,0.0,11.0,2.0,7,2025
KEN25,2023-03-15,712.5,712.5,712.5,712.5,0.25,+0.04%,0.0,12.0,2.0,7,2025
KEN25,2023-03-22,696.0,696.0,696.0,696.0,-12.0,-1.69%,0.0,12.0,2.0,7,2025
KEN25,2023-03-29,725.75,725.75,725.75,725.75,-15.25,-2.06%,0.0,12.0,2.0,7,2025
KEN25,2023-04-05,709.5,709.5,709.5,709.5,-11.75,-1.63%,0.0,12.0,2.0,7,2025
KEN25,2023-04-12,709.5,709.5,709.5,709.5,-3.0,-0.42%,0.0,12.0,2.0,7,2025
KEN25,2023-04-19,718.5,718.5,718.5,718.5,-14.0,-1.91%,0.0,12.0,2.0,7,2025
KEN25,2023-04-26,700.0,700.0,700.0,700.0,-4.0,-0.57%,2.0,13.0,2.0,7,2025
KEN25,2023-05-03,716.0,716.0,716.0,716.0,25.0,+3.62%,0.0,13.0,2.0,7,2025
KEN25,2023-05-10,732.25,732.25,732.25,732.25,-10.75,-1.45%,0.0,13.0,2.0,7,2025
KEN25,2023-05-17,715.5,715.5,715.5,715.5,-17.75,-2.42%,0.0,13.0,2.0,7,2025
KEN25,2023-05-24,692.5,692.5,692.5,692.5,-15.25,-2.15%,0.0,14.0,2.0,7,2025
KEN25,2023-05-31,698.0,698.0,698.0,698.0,-1.5,-0.21%,0.0,14.0,2.0,7,2025
KEN25,2023-06-07,700.75,700.75,700.75,700.75,-13.75,-1.92%,0.0,16.0,2.0,7,2025
KEN25,2023-06-14,708.0,708.0,708.0,708.0,-10.75,-1.50%,0.0,16.0,2.0,7,2025
KEN25,2023-06-21,760.0,780.0,760.0,780.0,27.25,+3.62%,2.0,22.0,2.0,7,2025
KEN25,2023-06-28,725.0,734.75,725.0,734.75,-18.25,-2.42%,2.0,32.0,2.0,7,2025
KEN25,2023-07-05,738.75,738.75,738.75,738.75,25.25,+3.54%,0.0,32.0,2.0,7,2025
KEN25,2023-07-12,718.25,718.25,718.25,718.25,-7.5,-1.03%,0.0,32.0,2.0,7,2025
KEN25,2023-07-19,750.0,780.25,750.0,780.25,31.75,+4.24%,8.0,40.0,2.0,7,2025
KEN25,2023-07-26,781.0,781.0,781.0,781.0,-18.5,-2.31%,0.0,78.0,2.0,7,2025
KEN25,2023-08-02,740.75,740.75,740.75,740.75,-9.25,-1.23%,0.0,79.0,2.0,7,2025
KEN25,2023-08-09,730.0,730.0,730.0,730.0,-3.5,-0.48%,0.0,79.0,2.0,7,2025
KEN25,2023-08-16,720.0,724.25,720.0,724.25,4.0,+0.56%,2.0,77.0,2.0,7,2025
KEN25,2023-08-23,740.5,740.5,740.5,740.5,12.75,+1.75%,0.0,77.0,2.0,7,2025
KEN25,2023-08-30,725.0,725.0,725.0,725.0,-1.5,-0.21%,2.0,77.0,2.0,7,2025
KEN25,2023-09-06,728.5,728.5,728.5,728.5,15.0,+2.10%,0.0,71.0,2.0,7,2025
KEN25,2023-09-13,721.0,721.0,721.0,721.0,10.5,+1.48%,0.0,68.0,2.0,7,2025
KEN25,2023-09-20,714.5,714.5,714.5,714.5,0.75,+0.11%,0.0,68.0,2.0,7,2025
KEN25,2023-09-27,708.25,708.25,708.25,708.25,-10.5,-1.46%,0.0,69.0,2.0,7,2025
KEN25,2023-10-04,702.75,702.75,702.75,702.75,-11.25,-1.58%,0.0,70.0,2.0,7,2025
KEN25,2023-10-11,698.25,698.25,698.25,698.25,-5.75,-0.82%,0.0,71.0,2.0,7,2025
KEN25,2023-10-18,704.75,704.75,704.75,704.75,1.5,+0.21%,6.0,79.0,2.0,7,2025
KEN25,2023-10-25,687.25,687.25,687.25,687.25,-8.0,-1.15%,0.0,80.0,2.0,7,2025
KEN25,2023-11-01,686.25,686.25,686.25,686.25,5.5,+0.81%,0.0,84.0,2.0,7,2025
KEN25,2023-11-08,700.5,700.5,700.5,700.5,18.25,+2.67%,0.0,84.0,2.0,7,2025
KEN25,2023-11-15,684.0,684.0,681.5,681.5,-3.0,-0.44%,2.0,84.0,2.0,7,2025
KEN25,2023-11-22,663.0,663.0,663.0,663.0,1.75,+0.26%,1.0,84.0,2.0,7,2025
KEN25,2023-11-29,674.25,674.25,674.25,674.25,13.0,+1.97%,0.0,85.0,2.0,7,2025
KEN25,2023-12-06,686.0,686.0,684.25,684.25,-9.75,-1.40%,1.0,86.0,2.0,7,2025
KEN25,2023-12-13,659.25,660.25,659.25,660.25,-16.75,-2.47%,2.0,88.0,2.0,7,2025
KEN25,2023-12-20,658.5,658.5,658.5,658.5,-9.75,-1.46%,0.0,89.0,2.0,7,2025
KEN25,2023-12-27,666.0,666.0,666.0,666.0,-11.25,-1.66%,0.0,90.0,2.0,7,2025
KEN25,2024-01-03,656.0,661.0,656.0,661.0,1.5,+0.23%,8.0,92.0,2.0,7,2025
KEN25,2024-01-10,662.5,662.5,661.25,661.25,-2.25,-0.34%,2.0,94.0,2.0,7,2025
KEN25,2024-01-17,642.5,642.5,638.75,638.75,-5.25,-0.82%,5.0,97.0,2.0,7,2025
KEN25,2024-01-24,662.25,666.75,662.25,666.75,8.75,+1.33%,1.0,101.0,2.0,7,2025
KEN25,2024-01-31,651.75,652.0,649.25,650.0,-10.0,-1.52%,21.0,112.0,2.0,7,2025
KEN25,2024-02-07,647.25,647.25,645.0,645.0,-0.25,-0.04%,2.0,218.0,2.0,7,2025
KEN25,2024-02-14,621.0,623.0,620.0,622.0,-8.0,-1.27%,25.0,216.0,2.0,7,2025
KEN25,2024-02-21,610.25,610.25,610.25,610.25,-3.0,-0.49%,0.0,230.0,2.0,7,2025
KEN25,2024-02-28,613.0,613.0,606.25,611.25,-4.75,-0.77%,35.0,317.0,2.0,7,2025
KEN25,2024-03-06,598.5,598.5,592.25,595.25,-7.25,-1.20%,51.0,317.0,2.0,7,2025
KEN25,2024-03-13,625.0,625.0,621.25,623.25,-4.75,-0.76%,11.0,345.0,2.0,7,2025
KEN25,2024-03-20,619.25,622.75,612.25,622.75,-0.75,-0.12%,44.0,358.0,2.0,7,2025
KEN25,2024-03-27,625.0,627.0,623.0,625.0,-1.25,-0.20%,48.0,360.0,2.0,7,2025
KEN25,2024-04-03,629.0,629.75,616.75,629.75,11.25,+1.82%,18.0,351.0,2.0,7,2025
KEN25,2024-04-10,635.5,639.25,633.0,636.5,8.5,+1.35%,75.0,379.0,2.0,7,2025
KEN25,2024-04-17,631.0,631.25,619.25,619.5,-9.0,-1.43%,79.0,421.0,2.0,7,2025
KEN25,2024-04-24,658.75,675.0,653.25,673.25,15.0,+2.28%,163.0,649.0,2.0,7,2025
KEN25,2024-05-01,678.5,678.5,673.0,675.25,-4.5,-0.66%,55.0,828.0,2.0,7,2025
