Futures_Contract_Type,Date,Open,High,Low,Last,Change,%Chg,Volume,Open Int,day_of_week,contract_month,contract_year
KEH05,2003-11-12,374.0,374.0,374.0,374.0,0.0,0.00%,0.0,1.0,2.0,3,2005
KEH05,2003-11-19,374.0,374.0,374.0,374.0,0.0,0.00%,0.0,1.0,2.0,3,2005
KEH05,2003-11-26,374.0,374.0,374.0,374.0,0.0,0.00%,0.0,1.0,2.0,3,2005
KEH05,2003-12-03,390.0,390.0,390.0,390.0,5.0,+1.30%,0.0,1.0,2.0,3,2005
KEH05,2003-12-10,393.0,393.0,383.0,393.0,0.0,0.00%,0.0,1.0,2.0,3,2005
KEH05,2003-12-17,393.0,393.0,393.0,393.0,0.0,0.00%,0.0,1.0,2.0,3,2005
KEH05,2003-12-24,387.0,387.0,387.0,387.0,0.0,0.00%,0.0,2.0,2.0,3,2005
KEH05,2003-12-31,378.0,378.0,378.0,378.0,0.0,0.00%,0.0,2.0,2.0,3,2005
KEH05,2004-01-07,399.0,399.0,399.0,399.0,2.0,+0.50%,0.0,6.0,2.0,3,2005
KEH05,2004-01-14,407.0,407.0,407.0,407.0,2.0,+0.49%,0.0,7.0,2.0,3,2005
KEH05,2004-01-21,409.0,409.0,409.0,409.0,0.0,0.00%,0.0,8.0,2.0,3,2005
KEH05,2004-01-28,398.0,398.0,398.0,398.0,0.0,0.00%,0.0,8.0,2.0,3,2005
KEH05,2004-02-04,398.0,398.0,398.0,398.0,0.0,0.00%,0.0,8.0,2.0,3,2005
KEH05,2004-02-11,390.25,397.0,390.25,397.0,0.0,0.00%,0.0,8.0,2.0,3,2005
KEH05,2004-02-18,394.0,394.0,394.0,394.0,-1.0,-0.25%,0.0,8.0,2.0,3,2005
KEH05,2004-02-25,408.0,408.0,404.0,404.0,-3.0,-0.74%,1.0,8.0,2.0,3,2005
KEH05,2004-03-03,400.0,400.0,398.0,398.0,-3.5,-0.87%,2.0,10.0,2.0,3,2005
KEH05,2004-03-10,389.0,393.0,388.0,388.0,-5.0,-1.27%,5.0,14.0,2.0,3,2005
KEH05,2004-03-17,407.0,407.0,407.0,407.0,6.0,+1.50%,1.0,13.0,2.0,3,2005
KEH05,2004-03-24,434.0,434.0,429.0,432.0,1.0,+0.23%,7.0,28.0,2.0,3,2005
KEH05,2004-03-31,430.0,430.0,420.0,422.0,-13.0,-2.99%,1.0,47.0,2.0,3,2005
KEH05,2004-04-07,439.0,439.0,439.0,439.0,5.0,+1.15%,0.0,49.0,2.0,3,2005
KEH05,2004-04-14,420.0,429.0,420.0,429.0,8.0,+1.90%,42.0,89.0,2.0,3,2005
KEH05,2004-04-21,421.0,421.0,415.0,418.0,-7.0,-1.65%,2.0,93.0,2.0,3,2005
KEH05,2004-04-28,414.0,414.5,409.5,412.0,-5.0,-1.20%,119.0,366.0,2.0,3,2005
KEH05,2004-05-05,438.5,442.0,438.5,442.0,-1.0,-0.23%,43.0,431.0,2.0,3,2005
KEH05,2004-05-12,415.0,416.5,404.5,410.0,-8.5,-2.03%,27.0,460.0,2.0,3,2005
KEH05,2004-05-19,411.0,412.5,411.0,411.0,5.0,+1.23%,136.0,523.0,2.0,3,2005
KEH05,2004-05-26,416.5,416.5,416.5,416.5,4.0,+0.97%,58.0,618.0,2.0,3,2005
KEH05,2004-06-02,419.5,419.5,415.0,415.0,-11.5,-2.70%,6.0,712.0,2.0,3,2005
KEH05,2004-06-09,402.0,407.0,402.0,407.0,1.5,+0.37%,147.0,1142.0,2.0,3,2005
KEH05,2004-06-16,399.5,401.0,396.0,397.0,0.0,0.00%,174.0,1424.0,2.0,3,2005
KEH05,2004-06-23,397.5,397.5,394.0,397.0,1.5,+0.38%,388.0,1895.0,2.0,3,2005
KEH05,2004-06-30,385.5,385.5,381.5,384.5,-2.0,-0.52%,782.0,2960.0,2.0,3,2005
KEH05,2004-07-07,390.0,393.5,390.0,391.5,3.25,+0.84%,388.0,3591.0,2.0,3,2005
KEH05,2004-07-14,387.0,395.0,387.0,391.5,3.75,+0.97%,883.0,3876.0,2.0,3,2005
KEH05,2004-07-21,378.0,378.0,374.0,376.0,-4.75,-1.25%,1087.0,5279.0,2.0,3,2005
KEH05,2004-07-28,371.0,371.0,363.5,364.0,-6.75,-1.82%,756.0,7127.0,2.0,3,2005
KEH05,2004-08-04,362.0,366.5,360.75,363.5,2.5,+0.69%,716.0,7881.0,2.0,3,2005
KEH05,2004-08-11,350.5,352.0,346.0,346.25,-5.25,-1.49%,864.0,9079.0,2.0,3,2005
KEH05,2004-08-18,345.0,345.0,338.5,341.0,-5.5,-1.59%,626.0,9196.0,2.0,3,2005
KEH05,2004-08-25,347.0,352.0,341.5,344.25,-3.75,-1.08%,386.0,9502.0,2.0,3,2005
KEH05,2004-09-01,350.5,359.0,350.5,357.5,7.0,+2.00%,261.0,9813.0,2.0,3,2005
KEH05,2004-09-08,345.5,347.5,344.75,347.0,2.25,+0.65%,219.0,9798.0,2.0,3,2005
KEH05,2004-09-15,363.5,371.0,363.5,368.25,5.75,+1.59%,1009.0,11169.0,2.0,3,2005
KEH05,2004-09-22,371.5,371.5,362.25,363.0,-7.5,-2.02%,1318.0,11112.0,2.0,3,2005
KEH05,2004-09-29,353.0,356.5,353.0,354.25,1.75,+0.50%,1226.0,12924.0,2.0,3,2005
KEH05,2004-10-06,343.0,344.0,338.0,338.5,-5.0,-1.46%,1456.0,13149.0,2.0,3,2005
KEH05,2004-10-13,345.5,347.75,343.0,347.0,1.0,+0.29%,900.0,12789.0,2.0,3,2005
KEH05,2004-10-20,352.5,353.5,346.0,346.25,-5.75,-1.63%,1121.0,13526.0,2.0,3,2005
KEH05,2004-10-27,349.0,350.0,347.0,349.5,3.0,+0.87%,3105.0,17192.0,2.0,3,2005
KEH05,2004-11-03,343.5,345.75,342.0,343.25,-0.75,-0.22%,2398.0,21194.0,2.0,3,2005
KEH05,2004-11-10,354.5,357.5,351.0,351.75,-3.0,-0.85%,6701.0,29572.0,2.0,3,2005
KEH05,2004-11-17,354.0,358.0,354.0,356.25,4.75,+1.35%,8259.0,33476.0,2.0,3,2005
KEH05,2004-11-24,338.0,339.5,337.0,338.5,1.0,+0.30%,7979.0,38937.0,2.0,3,2005
KEH05,2004-12-15,334.5,338.75,334.5,338.75,3.25,+0.97%,4206.0,50264.0,2.0,3,2005
KEH05,2004-12-22,336.0,338.5,335.5,338.5,1.25,+0.37%,3403.0,49154.0,2.0,3,2005
KEH05,2004-12-29,337.0,337.0,334.5,334.5,-2.5,-0.74%,3169.0,48702.0,2.0,3,2005
KEH05,2005-01-05,328.5,333.5,328.5,333.5,5.0,+1.52%,5979.0,50551.0,2.0,3,2005
KEH05,2005-01-12,337.5,340.25,334.0,340.25,2.5,+0.74%,7150.0,44506.0,2.0,3,2005
KEH05,2005-01-19,334.75,339.0,334.75,339.0,4.25,+1.27%,7132.0,40397.0,2.0,3,2005
KEH05,2005-01-26,330.75,332.5,329.0,329.0,-0.75,-0.23%,5983.0,37986.0,2.0,3,2005
KEH05,2005-02-02,326.75,326.75,323.5,323.5,-2.75,-0.84%,3502.0,41598.0,2.0,3,2005
KEH05,2005-02-09,327.0,328.0,327.0,328.0,0.0,0.00%,8955.0,41834.0,2.0,3,2005
KEH05,2005-02-16,325.25,325.25,325.25,325.25,-5.25,-1.59%,10898.0,25343.0,2.0,3,2005
KEH05,2005-02-23,345.5,351.5,345.5,351.5,3.5,+1.01%,6645.0,10139.0,2.0,3,2005
KEH06,2004-12-15,354.5,354.5,354.5,354.5,1.5,+0.42%,0.0,230.0,2.0,3,2006
KEH06,2004-12-22,354.0,354.0,354.0,354.0,0.0,0.00%,0.0,320.0,2.0,3,2006
KEH06,2004-12-29,352.0,352.0,352.0,352.0,-1.0,-0.28%,0.0,340.0,2.0,3,2006
KEH06,2005-01-05,348.0,348.0,348.0,348.0,2.0,+0.58%,0.0,345.0,2.0,3,2006
KEH06,2005-01-12,348.0,348.0,348.0,348.0,-5.0,-1.42%,0.0,398.0,2.0,3,2006
KEH06,2005-01-19,340.0,340.0,340.0,340.0,1.5,+0.44%,54.0,520.0,2.0,3,2006
KEH06,2005-01-26,338.5,338.5,338.5,338.5,1.0,+0.30%,100.0,679.0,2.0,3,2006
KEH06,2005-02-02,331.5,331.5,331.5,331.5,-3.5,-1.04%,76.0,976.0,2.0,3,2006
KEH06,2005-02-09,330.0,330.0,330.0,330.0,-0.5,-0.15%,40.0,1020.0,2.0,3,2006
KEH06,2005-02-16,332.0,332.0,332.0,332.0,-5.0,-1.48%,0.0,1113.0,2.0,3,2006
KEH06,2005-02-23,353.0,353.0,353.0,353.0,0.0,0.00%,41.0,1154.0,2.0,3,2006
KEH06,2005-03-02,366.0,366.0,366.0,366.0,1.0,+0.27%,3.0,1172.0,2.0,3,2006
KEH06,2005-03-09,360.0,360.0,360.0,360.0,0.0,0.00%,0.0,1213.0,2.0,3,2006
KEH06,2005-03-16,386.0,386.0,386.0,386.0,-6.0,-1.53%,52.0,1279.0,2.0,3,2006
KEH06,2005-03-23,364.0,364.0,364.0,364.0,-5.0,-1.36%,51.0,1171.0,2.0,3,2006
KEH06,2005-03-30,361.0,361.0,361.0,361.0,-5.0,-1.37%,35.0,1211.0,2.0,3,2006
KEH06,2005-04-06,348.0,348.0,348.0,348.0,1.0,+0.29%,24.0,1278.0,2.0,3,2006
KEH06,2005-04-13,343.5,343.5,343.5,343.5,-1.5,-0.43%,13.0,1477.0,2.0,3,2006
KEH06,2005-04-20,348.0,348.0,348.0,348.0,3.5,+1.02%,2.0,1498.0,2.0,3,2006
KEH06,2005-04-27,358.0,358.0,358.0,358.0,-3.5,-0.97%,1.0,1480.0,2.0,3,2006
KEH06,2005-05-04,342.75,342.75,342.75,342.75,-1.75,-0.51%,85.0,1702.0,2.0,3,2006
KEH06,2005-05-11,341.5,341.5,341.5,341.5,-5.5,-1.59%,106.0,1850.0,2.0,3,2006
KEH06,2005-05-18,343.0,343.0,343.0,343.0,2.0,+0.59%,118.0,2067.0,2.0,3,2006
KEH06,2005-05-25,354.0,354.0,354.0,354.0,-5.0,-1.39%,153.0,2792.0,2.0,3,2006
KEH06,2005-06-01,358.5,358.5,358.5,358.5,-1.5,-0.42%,118.0,2953.0,2.0,3,2006
KEH06,2005-06-08,347.25,347.25,343.5,343.5,-5.5,-1.58%,631.0,4092.0,2.0,3,2006
KEH06,2005-06-15,352.0,352.0,352.0,352.0,5.0,+1.44%,243.0,4610.0,2.0,3,2006
KEH06,2005-06-22,368.0,368.0,368.0,368.0,1.25,+0.34%,155.0,4941.0,2.0,3,2006
KEH06,2005-06-29,362.0,362.0,362.0,362.0,1.0,+0.28%,0.0,0.0,2.0,3,2006
KEH06,2005-07-06,365.75,365.75,365.75,365.75,-2.25,-0.61%,1979.0,7398.0,2.0,3,2006
KEH06,2005-07-13,364.0,364.0,364.0,364.0,7.25,+2.03%,1398.0,8824.0,2.0,3,2006
KEH06,2005-07-20,359.5,359.5,359.5,359.5,-2.25,-0.62%,534.0,9721.0,2.0,3,2006
KEH06,2005-07-27,359.5,359.5,359.5,359.5,1.0,+0.28%,1408.0,12038.0,2.0,3,2006
KEH06,2005-08-03,356.0,356.0,356.0,356.0,-8.0,-2.20%,972.0,13618.0,2.0,3,2006
KEH06,2005-08-10,351.5,351.5,351.5,351.5,1.25,+0.36%,1802.0,13496.0,2.0,3,2006
KEH06,2005-08-17,349.25,349.25,349.25,349.25,3.25,+0.94%,1609.0,15189.0,2.0,3,2006
KEH06,2005-08-24,352.0,352.0,352.0,352.0,-6.0,-1.68%,2304.0,18374.0,2.0,3,2006
KEH06,2005-08-31,346.5,346.5,346.5,346.5,-5.75,-1.63%,1876.0,18477.0,2.0,3,2006
KEH06,2005-09-07,344.25,344.25,344.25,344.25,-2.75,-0.79%,2178.0,18909.0,2.0,3,2006
KEH06,2005-09-14,361.0,362.75,361.0,362.75,1.25,+0.35%,4180.0,21577.0,2.0,3,2006
KEH06,2005-09-21,359.5,359.5,359.5,359.5,2.0,+0.56%,3798.0,21835.0,2.0,3,2006
KEH06,2005-09-28,368.0,368.0,368.0,368.0,1.0,+0.27%,4450.0,24283.0,2.0,3,2006
KEH06,2005-10-05,382.0,382.5,381.0,381.0,-1.5,-0.39%,1822.0,27941.0,2.0,3,2006
KEH06,2005-10-12,385.0,392.0,385.0,392.0,6.5,+1.69%,4794.0,30931.0,2.0,3,2006
KEH06,2005-10-19,377.25,377.25,374.5,374.5,-3.5,-0.93%,4759.0,31321.0,2.0,3,2006
KEH06,2005-10-26,377.0,377.75,377.0,377.75,1.0,+0.27%,5095.0,34241.0,2.0,3,2006
KEH06,2005-11-02,371.5,371.5,366.0,366.0,-7.0,-1.88%,6662.0,35346.0,2.0,3,2006
KEH06,2005-11-09,371.5,375.0,371.5,375.0,4.25,+1.15%,8892.0,46486.0,2.0,3,2006
KEH06,2005-11-16,365.75,365.75,363.75,363.75,-2.0,-0.55%,6310.0,52426.0,2.0,3,2006
KEH06,2005-11-23,356.0,356.75,352.5,352.5,-3.25,-0.91%,12226.0,60507.0,2.0,3,2006
KEH06,2005-11-30,362.75,370.5,361.5,370.5,7.0,+1.93%,12146.0,65644.0,2.0,3,2006
KEH06,2005-12-07,367.0,369.0,365.0,365.0,-2.5,-0.68%,7206.0,68229.0,2.0,3,2006
KEH06,2005-12-14,359.75,366.0,359.75,366.0,6.0,+1.67%,9787.0,68763.0,2.0,3,2006
KEH06,2005-12-21,372.75,373.5,371.5,371.5,-3.0,-0.80%,6055.0,68760.0,2.0,3,2006
KEH06,2005-12-28,385.5,390.25,385.0,390.25,4.5,+1.17%,11275.0,72563.0,2.0,3,2006
KEH06,2006-01-04,390.0,390.5,390.0,390.5,0.0,0.00%,10541.0,73013.0,2.0,3,2006
KEH06,2006-01-11,372.25,375.0,372.25,375.0,3.0,+0.81%,7150.0,66827.0,2.0,3,2006
KEH06,2006-01-18,375.5,375.5,372.75,372.75,-2.5,-0.67%,6956.0,62343.0,2.0,3,2006
KEH06,2006-01-25,384.75,391.0,384.75,391.0,5.5,+1.43%,9825.0,63567.0,2.0,3,2006
KEH06,2006-02-01,396.75,397.5,393.0,393.0,-4.5,-1.13%,7015.0,56084.0,2.0,3,2006
KEH06,2006-02-08,411.5,426.75,409.5,426.75,13.75,+3.33%,12130.0,55951.0,2.0,3,2006
KEH06,2006-02-15,413.75,417.0,412.0,416.5,3.5,+0.85%,9983.0,36865.0,2.0,3,2006
KEH06,2006-02-22,440.5,440.5,431.5,431.5,-8.5,-1.93%,12021.0,21515.0,2.0,3,2006
KEH07,2005-12-21,385.0,385.0,385.0,385.0,0.0,0.00%,0.0,20.0,2.0,3,2007
KEH07,2005-12-28,400.0,400.0,400.0,400.0,5.0,+1.27%,1.0,22.0,2.0,3,2007
KEH07,2006-01-04,402.0,402.0,402.0,402.0,0.0,0.00%,1.0,58.0,2.0,3,2007
KEH07,2006-01-11,393.0,393.0,393.0,393.0,3.0,+0.77%,1.0,88.0,2.0,3,2007
KEH07,2006-01-18,394.0,394.0,394.0,394.0,-1.5,-0.38%,1.0,161.0,2.0,3,2007
KEH07,2006-01-25,413.0,413.0,413.0,413.0,9.0,+2.23%,17.0,182.0,2.0,3,2007
KEH07,2006-02-01,413.5,413.5,413.5,413.5,-5.0,-1.19%,0.0,206.0,2.0,3,2007
KEH07,2006-02-08,435.5,435.5,435.5,435.5,5.5,+1.28%,28.0,222.0,2.0,3,2007
KEH07,2006-02-15,430.0,430.0,430.0,430.0,4.0,+0.94%,3.0,249.0,2.0,3,2007
KEH07,2006-02-22,449.0,449.0,449.0,449.0,-2.0,-0.44%,8.0,271.0,2.0,3,2007
KEH07,2006-03-01,450.0,450.0,450.0,450.0,-14.0,-3.02%,39.0,327.0,2.0,3,2007
KEH07,2006-03-08,465.0,465.0,465.0,465.0,3.5,+0.76%,14.0,373.0,2.0,3,2007
KEH07,2006-03-15,435.0,435.0,435.0,435.0,-5.0,-1.14%,10.0,695.0,2.0,3,2007
KEH07,2006-03-22,438.0,438.0,438.0,438.0,0.5,+0.11%,73.0,705.0,2.0,3,2007
KEH07,2006-03-29,430.0,430.0,430.0,430.0,6.5,+1.53%,136.0,842.0,2.0,3,2007
KEH07,2006-04-05,442.0,442.0,442.0,442.0,8.0,+1.84%,51.0,923.0,2.0,3,2007
KEH07,2006-04-12,472.0,472.0,472.0,472.0,-4.0,-0.84%,295.0,1054.0,2.0,3,2007
KEH07,2006-04-19,466.0,466.0,466.0,466.0,-1.0,-0.21%,301.0,1067.0,2.0,3,2007
KEH07,2006-04-26,461.0,461.0,461.0,461.0,-2.0,-0.43%,210.0,1244.0,2.0,3,2007
KEH07,2006-05-03,457.0,457.0,457.0,457.0,-1.75,-0.38%,138.0,1553.0,2.0,3,2007
KEH07,2006-05-10,475.0,475.0,475.0,475.0,-3.0,-0.63%,26.0,1977.0,2.0,3,2007
KEH07,2006-05-17,500.0,518.5,500.0,518.5,18.5,+3.70%,1110.0,2810.0,2.0,3,2007
KEH07,2006-05-24,515.0,515.0,515.0,515.0,-9.75,-1.86%,213.0,3049.0,2.0,3,2007
KEH07,2006-05-31,506.5,506.5,506.5,506.5,-11.5,-2.22%,631.0,3346.0,2.0,3,2007
KEH07,2006-06-07,500.5,505.5,500.5,505.5,3.0,+0.60%,447.0,3741.0,2.0,3,2007
KEH07,2006-06-14,479.25,479.25,479.25,479.25,-11.75,-2.39%,497.0,4564.0,2.0,3,2007
KEH07,2006-06-21,500.5,500.5,500.5,500.5,7.75,+1.57%,1149.0,5697.0,2.0,3,2007
KEH07,2006-06-28,509.5,509.5,509.5,509.5,-2.0,-0.39%,936.0,6111.0,2.0,3,2007
KEH07,2006-07-05,526.0,535.75,526.0,531.0,5.25,+1.00%,926.0,7526.0,2.0,3,2007
KEH07,2006-07-12,535.0,535.0,533.0,533.0,-7.0,-1.30%,1175.0,8857.0,2.0,3,2007
KEH07,2006-07-19,508.0,508.0,508.0,508.0,-0.5,-0.10%,1170.0,8873.0,2.0,3,2007
KEH07,2006-07-26,508.0,508.0,499.0,499.0,-9.0,-1.77%,405.0,9828.0,2.0,3,2007
KEH07,2006-08-02,504.5,511.0,501.25,506.5,5.5,+1.10%,3697.0,13000.0,2.0,3,2007
KEH07,2006-08-09,499.0,499.0,499.0,499.0,5.5,+1.11%,3530.0,15845.0,2.0,3,2007
KEH07,2006-08-16,472.0,476.5,472.0,473.0,1.0,+0.21%,1645.0,15848.0,2.0,3,2007
KEH07,2006-08-23,469.0,475.0,468.75,473.25,4.25,+0.91%,1611.0,17757.0,2.0,3,2007
KEH07,2006-08-30,484.25,491.0,484.25,491.0,12.5,+2.61%,2267.0,17987.0,2.0,3,2007
KEH07,2006-09-06,490.0,490.0,482.25,484.0,-6.0,-1.22%,4443.0,19669.0,2.0,3,2007
KEH07,2006-09-13,477.0,480.25,473.0,473.0,-3.5,-0.73%,1496.0,19931.0,2.0,3,2007
KEH07,2006-09-20,488.0,491.5,483.75,483.75,-4.5,-0.92%,2259.0,20811.0,2.0,3,2007
KEH07,2006-09-27,489.0,492.5,489.0,489.5,0.0,0.00%,1794.0,21909.0,2.0,3,2007
KEH07,2006-10-04,502.75,525.0,502.75,516.0,13.25,+2.64%,3306.0,23478.0,2.0,3,2007
KEH07,2006-10-11,523.0,550.0,523.0,550.0,30.0,+5.77%,9870.0,27436.0,2.0,3,2007
KEH07,2006-10-18,543.5,543.5,527.75,534.5,-9.0,-1.66%,5594.0,26116.0,2.0,3,2007
KEH07,2006-10-25,557.0,566.5,538.5,549.0,-8.5,-1.52%,5928.0,29678.0,2.0,3,2007
KEH07,2006-11-01,529.0,535.25,527.0,535.25,5.25,+0.99%,6493.0,36059.0,2.0,3,2007
KEH07,2006-11-08,543.75,553.75,541.75,548.75,5.75,+1.06%,10159.0,44430.0,2.0,3,2007
KEH07,2006-11-15,533.75,542.5,533.5,536.5,5.0,+0.94%,14184.0,59112.0,2.0,3,2007
KEH07,2006-11-22,530.75,536.5,526.5,528.5,-2.5,-0.47%,9604.0,68558.0,2.0,3,2007
KEH07,2006-11-29,535.75,541.5,530.5,541.5,5.5,+1.03%,9282.0,73787.0,2.0,3,2007
KEH07,2006-12-06,535.0,537.0,511.0,511.0,-23.25,-4.35%,15262.0,74083.0,2.0,3,2007
KEH07,2006-12-13,504.5,511.75,501.0,508.75,3.5,+0.69%,6968.0,68057.0,2.0,3,2007
KEH07,2006-12-20,502.75,507.0,501.0,504.25,2.25,+0.45%,5502.0,66342.0,2.0,3,2007
KEH07,2006-12-27,518.75,521.75,511.5,512.0,-8.0,-1.54%,5018.0,65295.0,2.0,3,2007
KEH07,2007-01-03,503.0,503.0,484.5,486.75,-23.0,-4.51%,14760.0,65645.0,2.0,3,2007
KEH07,2007-01-10,472.0,473.75,467.5,472.25,0.75,+0.16%,9093.0,58376.0,2.0,3,2007
KEH07,2007-01-17,491.25,502.5,490.0,498.0,6.0,+1.22%,7049.0,54902.0,2.0,3,2007
KEH07,2007-01-24,500.5,501.0,486.75,486.75,-14.0,-2.80%,7247.0,51888.0,2.0,3,2007
KEH07,2007-01-31,482.0,490.75,478.25,488.75,7.0,+1.45%,6084.0,47972.0,2.0,3,2007
KEH07,2007-02-07,477.5,478.75,474.75,476.5,0.0,0.00%,8529.0,42932.0,2.0,3,2007
KEH07,2007-02-14,487.5,488.5,475.5,477.25,-10.25,-2.10%,10856.0,27138.0,2.0,3,2007
KEH07,2007-02-21,493.0,503.75,492.0,501.75,8.75,+1.77%,8175.0,16718.0,2.0,3,2007
KEH07,2007-02-28,496.5,516.0,496.0,516.0,18.5,+3.72%,2506.0,1808.0,2.0,3,2007
KEH08,2006-05-31,490.0,490.0,490.0,490.0,-10.0,-2.00%,4.0,6.0,2.0,3,2008
KEH08,2006-06-07,490.0,490.0,490.0,490.0,0.0,0.00%,0.0,15.0,2.0,3,2008
KEH08,2006-06-14,479.0,479.0,479.0,479.0,-11.0,-2.24%,0.0,15.0,2.0,3,2008
KEH08,2006-06-21,475.0,475.0,475.0,475.0,0.0,0.00%,0.0,16.0,2.0,3,2008
KEH08,2006-06-28,480.0,480.0,480.0,480.0,0.0,0.00%,0.0,16.0,2.0,3,2008
KEH08,2006-07-05,500.0,500.0,500.0,500.0,0.0,0.00%,0.0,19.0,2.0,3,2008
KEH08,2006-07-12,501.0,501.0,501.0,501.0,0.0,0.00%,0.0,21.0,2.0,3,2008
KEH08,2006-07-19,499.0,499.0,499.0,499.0,-2.0,-0.40%,0.0,21.0,2.0,3,2008
KEH08,2006-07-26,495.0,495.0,495.0,495.0,0.0,0.00%,0.0,24.0,2.0,3,2008
KEH08,2006-08-02,497.0,497.0,497.0,497.0,-1.0,-0.20%,0.0,28.0,2.0,3,2008
KEH08,2006-08-09,491.0,491.0,491.0,491.0,0.0,0.00%,0.0,31.0,2.0,3,2008
KEH08,2006-08-16,481.0,481.0,481.0,481.0,0.0,0.00%,0.0,35.0,2.0,3,2008
KEH08,2006-08-23,476.5,476.5,476.5,476.5,-4.5,-0.94%,41.0,75.0,2.0,3,2008
KEH08,2006-08-30,482.0,482.0,482.0,482.0,0.0,0.00%,1.0,126.0,2.0,3,2008
KEH08,2006-09-06,490.0,490.0,490.0,490.0,-7.0,-1.41%,12.0,140.0,2.0,3,2008
KEH08,2006-09-13,486.5,486.5,486.5,486.5,-3.25,-0.66%,1.0,147.0,2.0,3,2008
KEH08,2006-09-20,486.0,486.0,486.0,486.0,0.0,0.00%,9.0,170.0,2.0,3,2008
KEH08,2006-09-27,490.0,490.0,490.0,490.0,4.0,+0.82%,7.0,189.0,2.0,3,2008
KEH08,2006-10-04,504.0,504.0,504.0,504.0,4.0,+0.80%,13.0,236.0,2.0,3,2008
KEH08,2006-10-11,502.0,502.0,502.0,502.0,0.0,0.00%,0.0,244.0,2.0,3,2008
KEH08,2006-10-18,500.0,500.0,500.0,500.0,-2.0,-0.40%,0.0,256.0,2.0,3,2008
KEH08,2006-10-25,497.0,497.0,497.0,497.0,2.0,+0.40%,2.0,266.0,2.0,3,2008
KEH08,2006-11-01,495.0,495.0,495.0,495.0,4.0,+0.81%,0.0,265.0,2.0,3,2008
KEH08,2006-11-08,500.0,512.5,500.0,512.5,7.5,+1.49%,5.0,283.0,2.0,3,2008
KEH08,2006-11-15,503.0,503.0,503.0,503.0,0.0,0.00%,0.0,292.0,2.0,3,2008
KEH08,2006-11-22,502.0,505.0,502.0,505.0,5.0,+1.00%,5.0,299.0,2.0,3,2008
KEH08,2006-11-29,521.0,521.0,521.0,521.0,1.5,+0.29%,10.0,320.0,2.0,3,2008
KEH08,2006-12-06,510.0,510.0,510.0,510.0,-15.0,-2.86%,0.0,295.0,2.0,3,2008
KEH08,2006-12-13,514.0,514.0,514.0,514.0,0.0,0.00%,1.0,313.0,2.0,3,2008
KEH08,2006-12-20,516.0,516.0,516.0,516.0,-3.0,-0.58%,8.0,327.0,2.0,3,2008
KEH08,2006-12-27,526.0,526.0,526.0,526.0,-1.0,-0.19%,0.0,351.0,2.0,3,2008
KEH08,2007-01-03,513.0,513.0,513.0,513.0,-14.0,-2.66%,0.0,357.0,2.0,3,2008
KEH08,2007-01-10,498.0,498.0,498.0,498.0,-4.5,-0.90%,10.0,384.0,2.0,3,2008
KEH08,2007-01-17,522.0,522.0,522.0,522.0,6.0,+1.16%,66.0,493.0,2.0,3,2008
KEH08,2007-01-24,525.0,525.0,525.0,525.0,-3.0,-0.57%,11.0,565.0,2.0,3,2008
KEH08,2007-01-31,522.5,528.0,522.5,528.0,5.0,+0.96%,24.0,636.0,2.0,3,2008
KEH08,2007-02-07,517.0,517.0,517.0,517.0,0.5,+0.10%,36.0,638.0,2.0,3,2008
KEH08,2007-02-14,518.0,518.0,518.0,518.0,-0.5,-0.10%,1.0,649.0,2.0,3,2008
KEH08,2007-02-21,530.5,531.0,530.5,531.0,4.0,+0.76%,43.0,789.0,2.0,3,2008
KEH08,2007-02-28,539.0,539.0,539.0,539.0,5.0,+0.94%,3.0,1147.0,2.0,3,2008
KEH08,2007-03-07,527.5,527.5,527.5,527.5,1.0,+0.19%,30.0,1130.0,2.0,3,2008
KEH08,2007-03-14,517.0,517.0,517.0,517.0,-4.0,-0.77%,69.0,1218.0,2.0,3,2008
KEH08,2007-03-21,521.0,521.0,521.0,521.0,3.5,+0.68%,11.0,1283.0,2.0,3,2008
KEH08,2007-03-28,505.0,509.0,505.0,509.0,2.0,+0.39%,112.0,1432.0,2.0,3,2008
KEH08,2007-04-04,493.5,493.5,493.5,493.5,13.0,+2.71%,31.0,1563.0,2.0,3,2008
KEH08,2007-04-11,506.0,506.0,506.0,506.0,-6.0,-1.17%,51.0,1507.0,2.0,3,2008
KEH08,2007-04-18,520.0,520.0,520.0,520.0,2.0,+0.39%,34.0,1662.0,2.0,3,2008
KEH08,2007-04-25,529.0,540.5,529.0,531.0,13.0,+2.51%,161.0,1639.0,2.0,3,2008
KEH08,2007-05-02,517.0,517.0,517.0,517.0,-6.0,-1.15%,1.0,1665.0,2.0,3,2008
KEH08,2007-05-09,510.0,510.0,510.0,510.0,-1.0,-0.20%,0.0,1678.0,2.0,3,2008
KEH08,2007-05-16,516.0,516.0,516.0,516.0,-4.0,-0.77%,16.0,1698.0,2.0,3,2008
KEH08,2007-05-23,504.0,504.0,504.0,504.0,6.0,+1.20%,22.0,1702.0,2.0,3,2008
KEH08,2007-05-30,535.0,535.0,533.0,533.0,16.0,+3.09%,232.0,1931.0,2.0,3,2008
KEH08,2007-06-06,547.0,550.0,540.0,540.0,-10.0,-1.82%,24.0,2090.0,2.0,3,2008
KEH08,2007-06-13,594.0,618.5,594.0,610.0,15.0,+2.52%,152.0,2504.0,2.0,3,2008
